County,Year,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft,Population
Oneida,1991,18466,978,26,114,404,434,17488,4180,12524,784,"253,064"
Oneida,1992,18280,1234,10,136,410,678,17046,3684,12580,782,"253,819"
Oneida,1993,16480,1202,34,130,394,644,15278,3252,11236,790,"252,682"
Oneida,1994,15792,1142,32,162,332,616,14650,3350,10760,540,"250,964"
Oneida,1995,16088,1234,28,102,368,736,14854,3284,10814,756,"244,736"
Oneida,1996,15986,1238,22,114,322,780,14748,3124,10892,732,"239,246"
Oneida,1997,15174,1386,14,142,420,810,13788,3052,10074,662,"236,863"
Oneida,1998,14474,1260,12,152,368,728,13214,3008,9452,754,"235,710"
Oneida,1999,13176,1046,16,98,306,626,12130,2316,9194,620,"235,412"
Oneida,2000,12902,1154,20,116,402,616,11748,2666,8534,548,"235,146"
Oneida,2001,13452,1204,22,152,446,584,12248,2678,9006,564,"234,247"
Oneida,2002,13574,1378,12,136,474,756,12196,3014,8686,496,"234,078"
Oneida,2003,12788,1400,18,150,444,788,11388,2848,8000,540,"234,243"
Oneida,2004,12796,1092,12,126,336,618,11704,2546,8604,554,"234,654"
Oneida,2005,12602,1028,20,114,312,582,11574,2322,8848,404,"234,282"
Oneida,2006,12738,1328,20,72,324,912,11410,2780,8112,518,"234,229"
Oneida,2007,13830,1400,20,76,346,958,12430,2958,8934,538,"234,488"
Oneida,2008,13220,1344,18,96,432,798,11876,2628,8830,418,"234,482"
Oneida,2009,13130,1288,16,86,356,830,11842,2182,9376,284,"234,619"
Oneida,2010,12476,1174,14,92,350,718,11302,2416,8554,332,"234,862"
Oneida,2011,11878,1102,14,74,260,754,10776,2466,8008,302,"234,778"
Oneida,2012,12778,1190,4,88,328,770,11588,2424,8774,390,"234,772"
Oneida,2013,11980,1074,26,90,272,686,10906,2112,8456,338,"234,805"
Oneida,2014,11532,1120,18,82,304,716,10412,2100,7968,344,"234,511"
Oneida,2015,10912,1170,16,282,220,652,9742,1766,7634,342,"233,632"
Oneida,2016,10464,1320,8,320,282,710,9144,1708,7130,306,"233,132"
Oneida,2017,9564,1392,8,408,218,758,8172,1334,6580,258,"233,181"
Oneida,2018,9302,1298,14,388,210,686,8004,1218,6464,322,"233,073"
Oneida,2019,9118,1282,16,274,334,658,7836,978,6528,330,"232,323"
Oneida,2020,8934,1116,26,224,182,684,7818,968,6434,416,"231,265"
Oneida,2021,9862,1350,20,360,226,744,8512,962,6854,696,"229,229"
Oneida,2022,10114,1348,6,338,224,780,8766,1010,7202,554,"228,351"
Oneida,2023,9328,1182,16,316,156,694,8146,924,6832,390,"227,555"
Oneida,2024,9268,1138,14,234,150,740,8130,886,6882,362,"227,292"
Onondaga,1990,43646,3492,32,326,1152,1982,40154,9226,29022,1906,"469,903"
Onondaga,1991,46508,3832,32,268,1400,2132,42676,9854,30742,2080,"472,463"
Onondaga,1992,42726,3830,30,278,1524,1998,38896,9392,27618,1886,"473,971"
Onondaga,1993,40526,3432,44,288,1284,1816,37094,9036,26398,1660,"474,922"
Onondaga,1994,39376,3168,36,232,1382,1518,36208,8914,25056,2238,"472,692"
Onondaga,1995,40978,3608,38,230,1442,1898,37370,9432,25784,2154,"470,235"
Onondaga,1996,40606,3458,34,212,1364,1848,37148,8880,26110,2158,"466,614"
Onondaga,1997,39250,3582,36,186,1378,1982,35668,8028,25632,2008,"462,438"
Onondaga,1998,35710,3732,30,188,1156,2358,31978,7296,22926,1756,"459,882"
Onondaga,1999,32946,3990,20,186,1180,2604,28956,6476,20438,2042,"458,575"
Onondaga,2000,32890,4002,42,170,1082,2708,28888,5960,20852,2076,"458,034"
Onondaga,2001,35018,4046,44,164,1390,2448,30972,6400,22208,2364,"458,576"
Onondaga,2002,35270,3934,56,180,1338,2360,31336,6136,22120,3080,"459,484"
Onondaga,2003,32246,3524,36,190,1202,2096,28722,6306,19634,2782,"460,961"
Onondaga,2004,28482,3348,42,224,1050,2032,25134,5444,17060,2630,"461,412"
Onondaga,2005,27812,3938,38,230,1302,2368,23874,5570,16044,2260,"460,910"
Onondaga,2006,28408,3770,34,198,1318,2220,24638,5826,16950,1862,"460,925"
Onondaga,2007,26520,3630,48,228,1046,2308,22890,5470,15878,1542,"461,287"
Onondaga,2008,26920,3456,54,228,1010,2164,23464,5638,16452,1374,"463,472"
Onondaga,2009,26794,3350,40,198,998,2114,23444,6040,16428,976,"465,633"
Onondaga,2010,26010,3216,34,210,926,2046,22794,6076,15636,1082,"467,963"
Onondaga,2011,25724,3312,28,226,928,2130,22412,5262,16150,1000,"469,756"
Onondaga,2012,27290,3504,30,220,1074,2180,23786,5922,16700,1164,"470,883"
Onondaga,2013,27974,2982,50,208,938,1786,24992,5284,18624,1084,"473,710"
Onondaga,2014,25914,2986,40,164,994,1788,22928,4498,17430,1000,"474,543"
Onondaga,2015,23148,3000,48,298,864,1790,20148,3700,15570,878,"475,053"
Onondaga,2016,22232,2830,68,312,796,1654,19402,3368,15010,1024,"474,540"
Onondaga,2017,21786,2858,48,422,710,1678,18928,3488,14292,1148,"473,907"
Onondaga,2018,19898,2748,56,388,672,1632,17150,2614,13114,1422,"475,617"
Onondaga,2019,19834,3046,38,456,626,1926,16788,2590,12634,1564,"476,259"
Onondaga,2020,19966,3238,64,362,566,2246,16728,2984,11888,1856,"475,429"
Onondaga,2021,18222,3356,66,320,684,2286,14866,2728,10264,1874,"471,829"
Onondaga,2022,20524,3448,42,354,730,2322,17076,3340,11852,1884,"469,910"
Onondaga,2023,22970,3202,48,376,640,2138,19768,2816,13988,2964,"468,524"
Onondaga,2024,23414,3070,48,328,498,2196,20344,3004,13968,3372,"468,173"
Ontario,1990,5176,242,0,50,32,160,4934,970,3854,110,"95,352"
Ontario,1991,5250,180,2,28,38,112,5070,1188,3760,122,"96,514"
Ontario,1992,5034,272,6,26,48,192,4762,970,3664,128,"97,623"
Ontario,1993,5122,324,2,36,36,250,4798,982,3718,98,"98,327"
Ontario,1994,4860,204,2,30,44,128,4656,792,3768,96,"98,509"
Ontario,1995,5184,256,10,34,66,146,4928,806,4010,112,"98,816"
Ontario,1996,4926,168,0,28,30,110,4758,746,3842,170,"99,509"
Ontario,1997,4638,144,2,26,42,74,4494,682,3670,142,"99,693"
Ontario,1998,4792,226,0,22,28,176,4566,894,3524,148,"99,603"
Ontario,1999,4616,258,2,24,52,180,4358,804,3388,166,"99,802"
Ontario,2000,3952,214,4,24,52,134,3738,578,3016,144,"100,106"
Ontario,2001,4022,194,2,24,36,132,3828,550,3118,160,"100,819"
Ontario,2002,4134,204,0,32,42,130,3930,662,3126,142,"101,763"
Ontario,2003,4206,236,0,34,48,154,3970,678,3136,156,"102,625"
Ontario,2004,3612,176,10,16,32,118,3436,726,2566,144,"103,385"
Ontario,2005,3450,220,0,42,46,132,3230,682,2424,124,"104,259"
Ontario,2006,3778,260,2,56,44,158,3518,776,2572,170,"104,644"
Ontario,2007,3628,198,6,28,36,128,3430,774,2578,78,"105,216"
Ontario,2008,3794,216,0,44,58,114,3578,644,2860,74,"106,302"
Ontario,2009,3740,278,8,46,66,158,3462,600,2794,68,"107,214"
Ontario,2010,3990,256,2,56,48,150,3734,672,2990,72,"108,242"
Ontario,2011,4206,300,0,48,74,178,3906,820,3004,82,"108,909"
Ontario,2012,4350,300,4,72,44,180,4050,864,3104,82,"109,169"
Ontario,2013,4192,244,2,40,62,140,3948,776,3098,74,"109,843"
Ontario,2014,4364,260,0,62,28,170,4104,720,3326,58,"110,374"
Ontario,2015,3670,288,2,108,46,132,3382,704,2628,50,"110,555"
Ontario,2016,3732,328,2,156,36,134,3404,606,2730,68,"110,814"
Ontario,2017,3246,270,4,116,32,118,2976,514,2388,74,"111,351"
Ontario,2018,2924,260,2,110,24,124,2664,418,2194,52,"111,896"
Ontario,2019,2944,332,4,150,28,150,2612,368,2190,54,"112,153"
Ontario,2020,3028,336,4,146,24,162,2692,374,2232,86,"112,467"
Ontario,2021,2902,340,2,136,26,176,2562,356,2114,92,"112,698"
Ontario,2022,3046,402,2,138,24,238,2644,342,2184,118,"112,499"
Ontario,2023,3122,382,2,140,28,212,2740,316,2242,182,"112,374"
Ontario,2024,2724,320,0,84,30,206,2404,244,2062,98,"112,733"
Orange,1990,22250,2678,34,128,734,1782,19572,4826,13668,1078,"308,803"
Orange,1991,22414,2526,26,188,660,1652,19888,4800,14182,906,"312,038"
Orange,1992,21036,2508,26,138,576,1768,18528,4004,13654,870,"315,957"
Orange,1993,20186,2390,22,144,488,1736,17796,3660,13372,764,"318,999"
Orange,1994,19938,2690,22,130,714,1824,17248,3464,13008,776,"320,744"
Orange,1995,20812,2348,12,114,514,1708,18464,3910,13308,1246,"323,451"
Orange,1996,19618,2290,30,100,484,1676,17328,3516,12846,966,"326,000"
Orange,1997,17970,2102,10,138,408,1546,15868,3168,11894,806,"328,860"
Orange,1998,17266,2158,18,126,402,1612,15108,2802,11484,822,"332,199"
Orange,1999,17602,2010,24,124,440,1422,15592,2798,12038,756,"336,630"
Orange,2000,17510,2028,10,102,554,1362,15482,2640,12168,674,"342,892"
Orange,2001,17202,2072,34,132,464,1442,15130,2534,11958,638,"347,674"
Orange,2002,17444,2480,32,152,588,1708,14964,2576,11654,734,"352,975"
Orange,2003,15804,1864,10,142,412,1300,13940,2344,10770,826,"358,727"
Orange,2004,14720,1860,22,160,438,1240,12860,1926,10156,778,"362,934"
Orange,2005,16338,1952,16,162,662,1112,14386,2198,11410,778,"364,522"
Orange,2006,16702,1942,16,122,680,1124,14760,2408,11710,642,"366,908"
Orange,2007,17562,2084,18,154,644,1268,15478,2598,12198,682,"368,464"
Orange,2008,18368,2078,26,138,660,1254,16290,2592,13044,654,"370,201"
Orange,2009,17532,1884,18,92,642,1132,15648,2194,12928,526,"372,079"
Orange,2010,18158,1992,34,102,676,1180,16166,2460,13228,478,"373,849"
Orange,2011,18016,2032,18,118,786,1110,15984,2818,12692,474,"376,163"
Orange,2012,18992,2154,18,134,746,1256,16838,2704,13656,478,"377,386"
Orange,2013,17178,1736,24,148,554,1010,15442,2390,12618,434,"379,602"
Orange,2014,15704,1662,14,118,478,1052,14042,1948,11710,384,"381,725"
Orange,2015,14488,1836,12,288,436,1100,12652,1724,10560,368,"384,285"
Orange,2016,14622,1808,22,264,468,1054,12814,1548,10872,394,"387,868"
Orange,2017,13516,1750,16,330,396,1008,11766,1232,10184,350,"391,464"
Orange,2018,11890,1586,10,276,364,936,10304,1124,8892,288,"395,573"
Orange,2019,10512,1454,22,292,264,876,9058,836,7994,228,"399,706"
Orange,2020,9708,1346,18,262,228,838,8362,872,7092,398,"400,973"
Orange,2021,9768,1528,12,270,298,948,8240,722,7172,346,"405,133"
Orange,2022,10238,1500,18,270,252,960,8738,718,7600,420,"407,314"
Orange,2023,10426,1446,12,248,280,906,8980,704,7848,428,"410,179"
Orange,2024,9070,1320,10,200,210,900,7750,600,6860,290,"415,088"
Orleans,1990,2208,318,6,12,20,280,1890,366,1458,66,"41,970"
Orleans,1991,2626,302,8,6,22,266,2324,542,1674,108,"42,432"
Orleans,1992,2622,356,2,20,36,298,2266,514,1644,108,"43,674"
Orleans,1993,2446,198,2,16,14,166,2248,580,1602,66,"43,850"
Orleans,1994,1980,132,2,10,28,92,1848,422,1370,56,"44,345"
Orleans,1995,1718,166,4,16,40,106,1552,274,1240,38,"44,524"
Orleans,1996,1918,202,0,18,22,162,1716,340,1334,42,"44,435"
Orleans,1997,2160,182,0,16,20,146,1978,506,1402,70,"44,172"
Orleans,1998,1808,232,0,12,16,204,1576,392,1138,46,"44,167"
Orleans,1999,1786,188,0,12,12,164,1598,320,1220,58,"44,183"
Orleans,2000,1378,114,2,2,12,98,1264,204,1036,24,"44,178"
Orleans,2001,1144,130,2,8,18,102,1014,260,724,30,"43,898"
Orleans,2002,1298,190,8,12,16,154,1108,204,864,40,"43,660"
Orleans,2003,996,140,0,14,28,98,856,200,600,56,"43,593"
Orleans,2004,1292,142,2,10,10,120,1150,282,816,52,"43,682"
Orleans,2005,1490,216,4,14,8,190,1274,240,982,52,"43,475"
Orleans,2006,1880,178,0,14,24,140,1702,410,1242,50,"43,420"
Orleans,2007,2182,182,2,20,20,140,2000,434,1484,82,"43,342"
Orleans,2008,2214,146,2,12,38,94,2068,494,1478,96,"43,254"
Orleans,2009,2532,142,0,28,18,96,2390,638,1670,82,"42,975"
Orleans,2010,2126,158,0,12,20,126,1968,454,1416,98,"42,856"
Orleans,2011,2008,164,4,18,26,116,1844,454,1334,56,"42,683"
Orleans,2012,1840,122,0,10,18,94,1718,386,1278,54,"42,450"
Orleans,2013,1494,118,2,12,16,88,1376,392,936,48,"42,313"
Orleans,2014,1376,116,0,10,14,92,1260,326,892,42,"41,968"
Orleans,2015,1346,138,0,42,6,90,1208,286,884,38,"41,610"
Orleans,2016,1498,156,0,48,14,94,1342,286,998,58,"41,422"
Orleans,2017,1528,174,2,38,20,114,1354,176,1138,40,"40,991"
Orleans,2018,1200,130,0,36,16,78,1070,210,822,38,"40,910"
Orleans,2019,972,116,0,42,10,64,856,156,642,58,"40,577"
Orleans,2020,928,128,0,42,14,72,800,164,582,54,"40,047"
Orleans,2021,742,120,0,30,8,82,622,100,482,40,"39,783"
Orleans,2022,1018,138,0,32,12,94,880,134,694,52,"39,510"
Orleans,2023,750,126,0,18,6,102,624,112,480,32,"39,567"
Orleans,2024,844,134,0,18,18,98,710,96,580,34,"39,886"
Oswego,1990,6748,212,0,40,16,156,6536,1446,4882,208,"122,302"
Oswego,1991,7168,272,4,52,36,180,6896,1584,5090,222,"123,134"
Oswego,1992,7106,226,2,68,38,118,6880,1572,5092,216,"123,857"
Oswego,1993,6904,194,4,38,38,114,6710,1602,4884,224,"124,802"
Oswego,1994,6774,150,0,38,30,82,6624,1480,4984,160,"124,319"
Oswego,1995,6708,328,2,48,22,256,6380,1480,4696,204,"123,972"
Oswego,1996,6784,386,2,40,52,292,6398,1570,4640,188,"123,619"
Oswego,1997,6878,312,4,32,26,250,6566,1428,4906,232,"123,237"
Oswego,1998,5770,236,6,40,52,138,5534,1364,4010,160,"122,153"
Oswego,1999,5526,252,2,30,44,176,5274,1346,3776,152,"122,199"
Oswego,2000,4956,222,6,18,34,164,4734,1036,3462,236,"122,477"
Oswego,2001,5988,232,4,28,50,150,5756,1324,4222,210,"122,269"
Oswego,2002,6154,366,6,54,58,248,5788,1292,4308,188,"122,496"
Oswego,2003,5076,284,6,40,36,202,4792,1152,3504,136,"123,120"
Oswego,2004,5264,272,2,36,36,198,4992,1208,3644,140,"123,340"
Oswego,2005,5318,374,2,56,54,262,4944,1026,3770,148,"122,640"
Oswego,2006,5472,316,2,62,40,212,5156,1142,3904,110,"122,354"
Oswego,2007,5282,320,2,40,52,226,4962,1082,3756,124,"122,213"
Oswego,2008,5186,368,6,70,42,250,4818,1164,3512,142,"122,366"
Oswego,2009,5578,352,2,62,52,236,5226,1310,3760,156,"122,055"
Oswego,2010,6576,378,6,56,64,252,6198,1536,4454,208,"122,165"
Oswego,2011,6434,362,4,56,44,258,6072,1306,4562,204,"122,109"
Oswego,2012,6656,412,0,70,54,288,6244,1582,4460,202,"121,689"
Oswego,2013,5356,316,4,30,58,224,5040,1042,3838,160,"121,504"
Oswego,2014,5114,318,4,66,48,200,4796,1144,3532,120,"121,026"
Oswego,2015,4748,502,4,252,52,194,4246,1014,3130,102,"120,276"
Oswego,2016,4628,530,0,242,44,244,4098,922,3036,140,"119,517"
Oswego,2017,3960,436,2,192,34,208,3524,812,2564,148,"119,152"
Oswego,2018,4066,376,4,156,42,174,3690,528,3000,162,"118,325"
Oswego,2019,3782,364,2,178,18,166,3418,470,2780,168,"117,837"
Oswego,2020,3624,392,0,158,42,192,3232,480,2526,226,"117,437"
Oswego,2021,3340,432,4,186,24,218,2908,474,2238,196,"118,057"
Oswego,2022,3640,496,10,158,22,306,3144,400,2528,216,"118,150"
Oswego,2023,3416,418,0,92,32,294,2998,364,2446,188,"117,939"
Oswego,2024,2958,384,4,108,32,240,2574,304,2134,136,"118,182"
Otsego,1990,2428,132,2,22,10,98,2296,590,1676,30,"60,518"
Otsego,1991,2748,124,0,10,12,102,2624,720,1822,82,"60,729"
Otsego,1992,2494,132,0,26,12,94,2362,628,1692,42,"61,195"
Otsego,1993,2712,192,4,14,10,164,2520,662,1824,34,"61,537"
Otsego,1994,2486,174,2,12,20,140,2312,654,1610,48,"61,916"
Otsego,1995,2648,220,2,26,22,170,2428,636,1770,22,"61,671"
Otsego,1996,2830,202,4,26,16,156,2628,614,1956,58,"61,584"
Otsego,1997,2906,248,4,26,26,192,2658,540,2052,66,"61,371"
Otsego,1998,2342,264,0,20,14,230,2078,492,1542,44,"61,379"
Otsego,1999,2746,334,0,32,28,274,2412,668,1674,70,"61,629"
Otsego,2000,2064,268,0,18,24,226,1796,494,1268,34,"61,860"
Otsego,2001,1820,234,0,24,14,196,1586,402,1140,44,"61,924"
Otsego,2002,2300,318,0,36,30,252,1982,446,1472,64,"62,093"
Otsego,2003,2356,266,0,46,22,198,2090,622,1428,40,"62,567"
Otsego,2004,2412,258,2,36,20,200,2154,582,1516,56,"62,934"
Otsego,2005,2392,224,8,28,36,152,2168,508,1596,64,"63,069"
Otsego,2006,2384,292,4,62,30,196,2092,494,1556,42,"63,032"
Otsego,2007,2370,200,2,30,14,154,2170,694,1432,44,"62,914"
Otsego,2008,2204,172,0,20,12,140,2032,584,1406,42,"62,561"
Otsego,2009,2402,280,0,36,36,208,2122,648,1438,36,"62,280"
Otsego,2010,2290,252,0,26,20,206,2038,538,1446,54,"62,251"
Otsego,2011,2292,238,2,12,24,200,2054,504,1502,48,"61,933"
Otsego,2012,1966,156,0,28,26,102,1810,372,1388,50,"61,681"
Otsego,2013,1670,130,2,22,30,76,1540,354,1158,28,"61,519"
Otsego,2014,1674,102,0,4,16,82,1572,260,1284,28,"60,818"
Otsego,2015,1682,156,4,84,12,56,1526,282,1200,44,"60,333"
Otsego,2016,1558,180,0,70,20,90,1378,226,1128,24,"59,907"
Otsego,2017,1468,186,8,90,4,84,1282,232,1020,30,"59,690"
Otsego,2018,1438,190,0,84,6,100,1248,216,1004,28,"59,527"
Otsego,2019,1248,200,2,82,8,108,1048,124,890,34,"59,010"
Otsego,2020,1274,150,0,60,14,76,1124,160,916,48,"58,389"
Otsego,2021,1196,164,0,80,10,74,1032,156,822,54,"60,737"
Otsego,2022,1218,120,2,62,6,50,1098,160,872,66,"60,447"
Otsego,2023,1072,118,0,62,2,54,954,104,812,38,"60,581"
Otsego,2024,1206,148,0,42,4,102,1058,130,892,36,"60,634"
Putnam,1990,3806,270,0,18,16,236,3536,1018,2280,238,"84,222"
Putnam,1991,3686,218,0,16,30,172,3468,848,2372,248,"85,488"
Putnam,1992,3346,214,4,8,28,174,3132,886,2016,230,"86,828"
Putnam,1993,3086,158,4,6,36,112,2928,848,1934,146,"87,948"
Putnam,1994,2782,128,2,18,10,98,2654,724,1830,100,"88,964"
Putnam,1995,2708,120,2,12,30,76,2588,736,1730,122,"89,969"
Putnam,1996,2750,140,0,10,18,112,2610,636,1796,178,"90,768"
Putnam,1997,2592,120,0,16,26,78,2472,576,1744,152,"92,139"
Putnam,1998,2578,140,0,10,28,102,2438,604,1710,124,"93,301"
Putnam,1999,2440,132,8,16,14,94,2308,464,1728,116,"94,647"
Putnam,2000,2142,106,2,10,16,78,2036,400,1522,114,"96,049"
Putnam,2001,2198,182,0,18,22,142,2016,396,1520,100,"97,055"
Putnam,2002,2564,146,2,14,22,108,2418,542,1728,148,"98,263"
Putnam,2003,2376,158,0,12,36,110,2218,404,1716,98,"98,964"
Putnam,2004,2178,154,0,20,16,118,2024,394,1556,74,"99,468"
Putnam,2005,2224,190,0,26,50,114,2034,420,1496,118,"99,575"
Putnam,2006,1926,186,2,6,50,128,1740,388,1292,60,"99,357"
Putnam,2007,1966,142,6,20,20,96,1824,300,1458,66,"99,454"
Putnam,2008,2104,166,4,12,26,124,1938,402,1472,64,"99,537"
Putnam,2009,1926,170,0,12,30,128,1756,374,1310,72,"99,666"
Putnam,2010,1868,138,4,12,20,102,1730,378,1304,48,"99,622"
Putnam,2011,1720,132,2,6,16,108,1588,356,1196,36,"99,692"
Putnam,2012,1750,82,0,14,16,52,1668,376,1226,66,"99,395"
Putnam,2013,1544,98,0,24,16,58,1446,262,1130,54,"99,250"
Putnam,2014,1560,102,0,6,16,80,1458,322,1106,30,"99,020"
Putnam,2015,1178,86,0,24,6,56,1092,178,860,54,"98,681"
Putnam,2016,1206,74,0,20,12,42,1132,172,912,48,"98,185"
Putnam,2017,1256,108,2,30,18,58,1148,188,924,36,"98,241"
Putnam,2018,1004,108,0,30,10,68,896,100,768,28,"98,120"
Putnam,2019,754,98,0,36,12,50,656,60,568,28,"97,669"
Putnam,2020,796,74,0,18,4,52,722,86,578,58,"97,636"
Putnam,2021,1034,116,0,44,8,64,918,62,802,54,"98,272"
Putnam,2022,1076,128,0,30,14,84,948,74,808,66,"98,361"
Putnam,2023,906,96,0,16,8,72,810,84,682,44,"98,110"
Putnam,2024,1038,126,0,30,10,86,912,76,800,36,"98,842"
Queens,1990,165179,30441,308,556,18135,11442,134738,29273,55165,50300,"1,957,281"
Queens,1991,160205,31821,303,562,19616,11340,128384,27912,50485,49987,"1,975,556"
Queens,1992,151896,30816,352,530,19093,10841,121080,25185,48762,47133,"1,996,512"
Queens,1993,149016,28565,273,489,16971,10832,120451,23843,53464,43144,"2,023,400"
Queens,1994,129050,25412,268,521,14394,10229,103638,22302,45875,35461,"2,047,884"
Queens,1995,107935,21789,226,408,12413,8742,86146,18951,40627,26568,"2,074,581"
Queens,1996,93823,18786,164,452,10378,7792,75037,15887,36766,22384,"2,105,520"
Queens,1997,85894,17832,132,416,9033,8251,68062,14886,33107,20069,"2,138,503"
Queens,1998,75665,16492,110,358,8178,7846,59173,12039,30866,16268,"2,174,983"
Queens,1999,70598,15700,121,316,7863,7400,54898,10694,29889,14315,"2,208,975"
Queens,2000,64662,14349,112,303,6722,7212,50313,9311,28512,12490,"2,230,501"
Queens,2001,59338,12991,87,278,5891,6735,46347,8139,27518,10690,"2,231,316"
Queens,2002,56889,12625,98,281,5694,6552,44264,8125,26986,9153,"2,224,507"
Queens,2003,50442,11106,122,288,5179,5517,39336,7226,24671,7439,"2,214,608"
Queens,2004,48142,10323,115,291,4819,5098,37819,6434,24778,6607,"2,198,516"
Queens,2005,45122,10250,93,355,4957,4845,34872,5745,23535,5592,"2,185,222"
Queens,2006,44108,10102,85,257,4918,4842,34006,5640,23402,4964,"2,173,862"
Queens,2007,42630,9846,72,207,4417,5150,32784,5688,23151,3945,"2,177,351"
Queens,2008,41349,9689,95,194,4591,4809,31660,5046,22765,3849,"2,193,623"
Queens,2009,38925,9299,82,192,3997,5028,29626,4714,21612,3300,"2,217,166"
Queens,2010,38808,9725,100,196,4066,5363,29083,4704,20895,3484,"2,238,813"
Queens,2011,39863,10311,82,221,4057,5951,29552,4815,21588,3149,"2,276,504"
Queens,2012,40199,10753,83,254,4149,6267,29446,5181,21550,2715,"2,310,213"
Queens,2013,39913,10740,59,254,3994,6433,29173,4732,22030,2411,"2,342,084"
Queens,2014,38030,9800,64,207,3271,6258,28230,4191,21434,2605,"2,370,533"
Queens,2015,35920,9854,60,468,3270,6056,26066,3396,20400,2270,"2,394,554"
Queens,2016,33800,9356,47,486,2989,5834,24444,3056,19455,1933,"2,412,601"
Queens,2017,32860,9184,50,495,2851,5788,23676,2721,19373,1582,"2,418,581"
Queens,2018,33135,8856,65,582,2534,5675,24279,2360,20344,1575,"2,415,645"
Queens,2019,32483,9393,69,643,2493,6188,23090,2298,19231,1561,"2,411,304"
Queens,2020,37446,9629,78,515,2549,6487,27817,2842,22431,2544,"2,385,541"
Queens,2021,39330,10262,83,552,2502,7125,29068,2445,23936,2687,"2,328,520"
Queens,2022,50333,11847,78,576,3323,7870,38486,2999,31762,3725,"2,291,363"
Queens,2023,55183,11531,55,625,3387,7464,43652,3126,35374,5152,"2,314,747"
Queens,2024,56218,12578,51,641,3546,8340,43640,3164,35211,5265,"2,367,034"
Rensselaer,1990,10876,802,6,84,160,552,10074,2844,6746,484,"154,680"
Rensselaer,1991,11000,918,12,58,148,700,10082,2786,6920,376,"155,039"
Rensselaer,1992,11322,750,0,90,180,480,10572,2744,7312,516,"156,266"
Rensselaer,1993,11356,942,18,84,218,622,10414,2896,7064,454,"156,232"
Rensselaer,1994,10810,966,12,86,264,604,9844,2546,6758,540,"155,520"
Rensselaer,1995,11130,926,4,70,322,530,10204,2796,6886,522,"154,969"
Rensselaer,1996,12088,1006,4,100,358,544,11082,2868,7632,582,"154,928"
Rensselaer,1997,10966,1062,16,100,338,608,9904,2348,7116,440,"153,653"
Rensselaer,1998,9766,826,6,84,318,418,8940,2338,6168,434,"153,085"
Rensselaer,1999,9548,922,2,54,242,624,8626,2158,5982,486,"152,392"
Rensselaer,2000,9762,962,4,72,212,674,8800,2080,6272,448,"152,684"
Rensselaer,2001,9324,916,4,68,250,594,8408,1786,6126,496,"152,700"
Rensselaer,2002,9906,1094,14,94,306,680,8812,2020,6172,620,"153,040"
Rensselaer,2003,9272,1056,4,110,216,726,8216,1864,5864,488,"154,201"
Rensselaer,2004,8636,976,4,96,226,650,7660,1950,5168,542,"155,523"
Rensselaer,2005,8842,980,8,84,186,702,7862,1868,5422,572,"156,104"
Rensselaer,2006,9390,1118,4,88,274,752,8272,2034,5766,472,"157,312"
Rensselaer,2007,9078,990,6,76,306,602,8088,1876,5746,466,"158,243"
Rensselaer,2008,9540,1094,10,66,352,666,8446,1914,6204,328,"159,011"
Rensselaer,2009,9618,1026,6,58,376,586,8592,1976,6256,360,"159,150"
Rensselaer,2010,9706,1092,4,76,324,688,8614,1926,6226,462,"159,411"
Rensselaer,2011,9376,970,2,84,256,628,8406,2306,5802,298,"159,948"
Rensselaer,2012,9296,894,18,60,260,556,8402,1962,6166,274,"160,083"
Rensselaer,2013,8274,942,6,48,318,570,7332,1834,5230,268,"160,480"
Rensselaer,2014,8518,942,18,50,266,608,7576,1622,5556,398,"160,884"
Rensselaer,2015,8400,1094,20,112,350,612,7306,1354,5648,304,"160,851"
Rensselaer,2016,7316,944,8,126,228,582,6372,1226,4840,306,"161,024"
Rensselaer,2017,7036,896,12,138,254,492,6140,1116,4756,268,"161,201"
Rensselaer,2018,6190,778,2,124,220,432,5412,850,4302,260,"161,713"
Rensselaer,2019,6414,798,6,116,180,496,5616,794,4528,294,"161,516"
Rensselaer,2020,6372,910,24,136,178,572,5462,794,4326,342,"160,889"
Rensselaer,2021,5932,930,12,144,180,594,5002,628,3932,442,"160,634"
Rensselaer,2022,6964,916,12,124,190,590,6048,726,4956,366,"159,213"
Rensselaer,2023,6648,834,6,86,196,546,5814,764,4644,406,"159,605"
Rensselaer,2024,5704,670,2,86,120,462,5034,578,4032,424,"160,014"
Richmond,1990,21853,3092,29,80,1037,1946,18761,3621,7909,7231,"380,564"
Richmond,1991,19809,3127,30,65,1145,1887,16682,3567,6994,6121,"387,948"
Richmond,1992,18144,3319,27,53,1385,1854,14825,3267,6433,5125,"395,643"
Richmond,1993,18203,3347,25,58,1403,1861,14856,3422,6469,4965,"402,590"
Richmond,1994,17966,3189,34,62,1270,1823,14777,3235,7023,4519,"406,208"
Richmond,1995,13829,2749,26,58,1088,1577,11080,2335,5379,3366,"409,600"
Richmond,1996,11951,2523,28,45,927,1523,9428,1872,4799,2757,"414,481"
Richmond,1997,11346,2571,16,55,959,1541,8775,1675,4846,2254,"420,725"
Richmond,1998,9060,1855,12,43,549,1251,7205,1280,4126,1799,"428,952"
Richmond,1999,8617,1547,17,36,479,1015,7070,1054,4349,1667,"437,814"
