County,Year,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft
Monroe,2006,55364,6546,106,288,3106,3046,48818,8550,34208,6060
Monroe,2007,50556,5912,106,360,2410,3036,44644,8410,31992,4242
Monroe,2008,49808,5834,96,294,2508,2936,43974,8744,31834,3396
Monroe,2009,51712,5196,64,334,2002,2796,46516,9098,34740,2678
Monroe,2010,52372,5646,94,318,1920,3314,46726,10470,34198,2058
Monroe,2011,51332,5322,80,304,1934,3004,46010,10066,33840,2104
Monroe,2012,50820,5344,86,346,2018,2894,45476,9930,33594,1952
Monroe,2013,46152,5372,96,288,2266,2722,40780,8534,30472,1774
Monroe,2014,42654,4454,70,328,1732,2324,38200,6916,29340,1944
Monroe,2015,41060,5052,78,578,1662,2734,36008,6298,27576,2134
Monroe,2016,37534,4964,90,538,1704,2632,32570,5160,25476,1934
Monroe,2017,37912,5140,72,552,1806,2710,32772,4680,26176,1916
Monroe,2018,33352,4512,72,544,1364,2532,28840,4216,22790,1834
Monroe,2019,33142,4364,72,532,1130,2630,28778,4172,22670,1936
Monroe,2020,32382,4560,98,462,1092,2908,27822,4560,20474,2788
Monroe,2021,30156,4640,168,436,1142,2894,25516,3388,18670,3458
Monroe,2022,35076,4504,158,420,1294,2632,30572,3422,22934,4216
Monroe,2023,42772,4398,110,342,1172,2774,38374,3752,21096,13526
Monroe,2024,34524,4158,110,314,1104,2630,30366,3282,19088,7996
Montgomery,1990,2030,68,0,16,8,44,1962,598,1304,60
Montgomery,1991,2230,100,6,10,18,66,2130,544,1510,76
Montgomery,1992,1982,60,2,2,12,44,1922,488,1358,76
Montgomery,1993,2026,82,0,10,14,58,1944,474,1398,72
Montgomery,1994,2082,140,2,6,32,100,1942,512,1362,68
Montgomery,1995,2746,216,4,10,46,156,2530,624,1804,102
Montgomery,1996,2840,226,0,26,22,178,2614,608,1916,90
Montgomery,1997,2324,246,0,36,24,186,2078,484,1532,62
Montgomery,1998,2294,212,0,14,36,162,2082,550,1458,74
Montgomery,1999,1924,214,2,10,16,186,1710,426,1250,34
Montgomery,2000,1976,214,0,6,12,196,1762,348,1358,56
Montgomery,2001,1862,202,4,10,12,176,1660,356,1252,52
Montgomery,2002,1598,172,2,20,14,136,1426,290,1096,40
Montgomery,2003,1388,92,0,10,12,70,1296,254,1012,30
Montgomery,2004,1452,112,0,12,4,96,1340,280,1036,24
Montgomery,2005,1750,244,0,6,10,228,1506,302,1168,36
Montgomery,2006,1630,262,0,10,8,244,1368,230,1106,32
Montgomery,2007,1448,236,2,12,10,212,1212,254,912,46
Montgomery,2008,1570,268,2,2,10,254,1302,296,976,30
Montgomery,2009,1452,262,0,0,12,250,1190,214,946,30
Montgomery,2010,2326,144,2,4,24,114,2182,400,1722,60
Montgomery,2011,2168,118,0,8,36,74,2050,408,1598,44
Montgomery,2012,2368,114,8,16,24,66,2254,456,1752,46
Montgomery,2013,2250,96,0,8,26,62,2154,372,1728,54
Montgomery,2014,2502,96,0,14,34,48,2406,368,1990,48
Montgomery,2015,2530,198,0,72,26,100,2332,424,1840,68
Montgomery,2016,2048,166,2,58,28,78,1882,306,1540,36
Montgomery,2017,1878,156,2,64,28,62,1722,242,1434,46
Montgomery,2018,1442,160,4,58,18,80,1282,230,1002,50
Montgomery,2019,1376,158,2,44,18,94,1218,148,1000,70
Montgomery,2020,1532,138,2,22,22,92,1394,180,1152,62
Montgomery,2021,1328,122,4,30,16,72,1206,136,990,80
Montgomery,2022,1336,106,2,30,12,62,1230,152,1022,56
Montgomery,2023,1332,98,0,18,16,64,1234,124,1052,58
Montgomery,2024,1256,96,2,20,12,62,1160,124,994,42
Nassau,1990,84204,6444,70,214,2996,3164,77760,13783,46197,17780
Nassau,1991,86438,7696,84,288,3612,3712,78742,14516,46872,17354
Nassau,1992,80406,7436,48,250,3908,3230,72970,13912,42370,16688
Nassau,1993,77930,7134,76,228,3512,3318,70796,11944,43044,15808
Nassau,1994,69122,6270,46,234,2982,3008,62852,10448,39532,12872
Nassau,1995,66458,6396,60,240,2782,3314,60062,9480,39834,10748
Nassau,1996,64826,6536,42,212,2646,3636,58290,8746,39642,9902
Nassau,1997,59580,5064,50,250,2384,2380,54516,7376,37488,9652
Nassau,1998,55170,4936,44,192,2186,2514,50234,7046,34988,8200
Nassau,1999,56396,5190,48,232,2580,2330,51206,6466,37028,7712
Nassau,2000,51962,4778,50,232,2154,2342,47184,6268,33478,7438
Nassau,2001,46154,5342,58,252,2194,2838,40812,6324,28624,5864
Nassau,2002,46398,5414,56,232,2256,2870,40984,5624,29664,5696
Nassau,2003,45886,5196,48,238,2218,2692,40690,6504,28834,5352
Nassau,2004,44634,5002,48,216,2078,2660,39632,5744,29146,4742
Nassau,2005,41520,5130,52,216,2382,2480,36390,5578,26796,4016
Nassau,2006,42462,5156,42,180,2532,2402,37306,5596,28524,3186
Nassau,2007,40040,4682,48,190,2118,2326,35358,4792,27394,3172
Nassau,2008,42150,4618,58,150,2272,2138,37532,5252,29380,2900
Nassau,2009,43656,4992,60,188,2400,2344,38664,5142,30422,3100
Nassau,2010,40640,4688,56,162,2154,2316,35952,5306,28340,2306
Nassau,2011,38748,4452,46,126,2148,2132,34296,5568,26628,2100
Nassau,2012,39150,4916,56,142,2198,2520,34234,5486,26744,2004
Nassau,2013,37366,4222,50,108,2086,1978,33144,4710,26656,1778
Nassau,2014,35360,4086,36,120,1874,2056,31274,3862,25672,1740
Nassau,2015,32716,3968,42,160,1664,2102,28748,3418,23962,1368
Nassau,2016,30556,3652,40,124,1468,2020,26904,2966,22556,1382
Nassau,2017,28078,3300,34,82,1198,1986,24778,2228,21242,1308
Nassau,2018,26766,3018,30,56,1022,1910,23748,2034,20380,1334
Nassau,2019,26774,3288,32,114,980,2162,23486,1740,20468,1278
Nassau,2020,24488,3652,46,108,1046,2452,20836,1950,17482,1404
Nassau,2021,25076,3830,38,344,890,2558,21246,1676,18312,1258
Nassau,2022,37106,4542,18,214,1270,3040,32564,2270,28340,1954
Nassau,2023,36172,4516,26,138,1194,3158,31656,2482,27396,1778
Nassau,2024,32520,4588,30,320,1084,3154,27932,2060,24770,1102
New York,1990,217786,44434,497,685,26991,16261,173352,29074,122704,21574
New York,1991,209177,41209,483,629,24829,15268,167968,26120,122015,19833
New York,1992,187947,37788,417,601,21895,14875,150159,24853,107788,17518
New York,1993,172021,35470,418,619,20270,14163,136551,22521,98346,15684
New York,1994,151083,31895,320,531,17422,13622,119188,20031,86154,13003
New York,1995,123638,25095,242,422,13387,11044,98543,16770,71746,10027
New York,1996,107398,22006,203,462,11304,10037,85392,13469,63285,8638
New York,1997,100253,20174,150,406,10057,9561,80079,11068,62233,6778
New York,1998,89805,18054,104,323,8849,8778,71751,9637,56365,5749
New York,1999,81613,16179,131,254,7822,7972,65434,7844,53073,4517
New York,2000,79279,15583,104,265,7129,8085,63696,7075,52453,4168
New York,2001,72996,14248,104,249,6130,7765,58748,6241,49020,3487
New York,2002,68152,13211,84,290,5965,6872,54941,5771,45801,3369
New York,2003,64456,12179,95,343,5617,6124,52277,5765,43531,2981
New York,2004,62731,11414,90,357,5288,5679,51317,5256,43504,2557
New York,2005,59682,11180,91,322,5531,5236,48502,4703,41712,2087
New York,2006,56255,10662,111,222,5083,5246,45593,4631,39225,1737
New York,2007,55098,10055,69,202,4676,5108,45043,3794,39743,1506
New York,2008,54731,9176,62,212,4460,4442,45555,3845,40380,1330
New York,2009,52899,8710,59,191,3781,4679,44189,3612,39495,1082
New York,2010,51297,8829,70,282,3787,4690,42468,2967,38514,987
New York,2011,50858,9021,71,288,3648,5014,41837,3082,37856,899
New York,2012,51756,9102,63,295,3581,5163,42654,3085,38735,834
New York,2013,51872,8708,39,236,3340,5093,43164,2775,39647,742
New York,2014,47566,8327,37,243,2909,5138,39239,2678,35791,770
New York,2015,47307,8789,41,467,3148,5133,38518,2538,35156,824
New York,2016,46653,8839,41,494,2929,5375,37814,2206,34867,741
New York,2017,47146,8671,46,530,2749,5346,38475,2215,35622,638
New York,2018,49830,8951,31,640,2731,5549,40879,2455,37682,742
New York,2019,49858,9779,52,527,3115,6085,40079,2333,37064,682
New York,2020,47676,9264,84,430,3053,5697,38412,4449,32568,1395
New York,2021,53543,11721,92,484,3562,7583,41822,3485,36710,1627
New York,2022,69454,12985,78,567,4176,8164,56469,4565,49931,1973
New York,2023,69720,10726,74,485,3768,6399,58994,3630,53083,2281
New York,2024,69546,11277,68,493,3718,6998,58269,3343,53191,1735
Niagara,1990,19620,1972,8,182,386,1396,17648,4124,12172,1352
Niagara,1991,20330,1860,16,158,548,1138,18470,4588,12638,1244
Niagara,1992,20176,2174,14,182,622,1356,18002,4438,12292,1272
Niagara,1993,19802,1900,8,140,566,1186,17902,4092,12146,1664
Niagara,1994,18732,1720,14,110,558,1038,17012,4010,11526,1476
Niagara,1995,18744,1730,14,110,666,940,17014,4242,11252,1520
Niagara,1996,18246,1756,6,106,578,1066,16490,4054,10980,1456
Niagara,1997,18600,2054,18,102,530,1404,16546,3962,11314,1270
Niagara,1998,17524,1860,30,84,516,1230,15664,3294,10756,1614
Niagara,1999,14782,1468,0,94,420,954,13314,2820,8894,1600
Niagara,2000,14518,1450,4,86,396,964,13068,2848,9160,1060
Niagara,2001,15892,1466,10,104,474,878,14426,3092,10176,1158
Niagara,2002,15928,1630,12,90,468,1060,14298,3096,9956,1246
Niagara,2003,15226,1758,18,160,520,1060,13468,3208,9248,1012
Niagara,2004,15720,1790,16,130,500,1144,13930,3090,9758,1082
Niagara,2005,14594,1940,14,140,640,1146,12654,2898,8890,866
Niagara,2006,14240,1800,10,136,546,1108,12440,3196,8478,766
Niagara,2007,13910,1526,8,140,406,972,12384,2896,8748,740
Niagara,2008,14334,1526,10,74,428,1014,12808,3352,8852,604
Niagara,2009,14346,1694,18,96,474,1106,12652,3256,8866,530
Niagara,2010,14418,1670,10,108,496,1056,12748,3416,8842,490
Niagara,2011,14464,1620,10,128,460,1022,12844,3212,9044,588
Niagara,2012,13908,1638,8,96,414,1120,12270,2874,8944,452
Niagara,2013,13310,1596,8,74,480,1034,11714,2624,8646,444
Niagara,2014,12450,1596,14,66,470,1046,10854,2462,7884,508
Niagara,2015,11842,1558,10,160,412,976,10284,2182,7676,426
Niagara,2016,12290,1700,8,136,560,996,10590,2122,7824,644
Niagara,2017,11194,1570,8,170,402,990,9624,1728,7338,558
Niagara,2018,8858,1250,8,192,316,734,7608,1070,5968,570
Niagara,2019,8344,1264,6,174,268,816,7080,946,5748,386
Niagara,2020,9542,1322,32,194,282,814,8220,1138,6336,746
Niagara,2021,7704,1260,22,190,174,874,6444,936,4896,612
Niagara,2022,7980,1272,18,158,168,928,6708,1032,4994,682
Niagara,2023,6982,1036,10,138,140,748,5946,836,4510,600
Niagara,2024,6530,814,8,74,146,586,5716,658,4514,544
Oneida,1990,15496,776,14,68,304,390,14720,3668,10200,852
Oneida,1991,18466,978,26,114,404,434,17488,4180,12524,784
Oneida,1992,18280,1234,10,136,410,678,17046,3684,12580,782
Oneida,1993,16480,1202,34,130,394,644,15278,3252,11236,790
Oneida,1994,15792,1142,32,162,332,616,14650,3350,10760,540
Oneida,1995,16088,1234,28,102,368,736,14854,3284,10814,756
Oneida,1996,15986,1238,22,114,322,780,14748,3124,10892,732
Oneida,1997,15174,1386,14,142,420,810,13788,3052,10074,662
Oneida,1998,14474,1260,12,152,368,728,13214,3008,9452,754
Oneida,1999,13176,1046,16,98,306,626,12130,2316,9194,620
Oneida,2000,12902,1154,20,116,402,616,11748,2666,8534,548
Oneida,2001,13452,1204,22,152,446,584,12248,2678,9006,564
Oneida,2002,13574,1378,12,136,474,756,12196,3014,8686,496
Oneida,2003,12788,1400,18,150,444,788,11388,2848,8000,540
Oneida,2004,12796,1092,12,126,336,618,11704,2546,8604,554
Oneida,2005,12602,1028,20,114,312,582,11574,2322,8848,404
Oneida,2006,12738,1328,20,72,324,912,11410,2780,8112,518
Oneida,2007,13830,1400,20,76,346,958,12430,2958,8934,538
Oneida,2008,13220,1344,18,96,432,798,11876,2628,8830,418
Oneida,2009,13130,1288,16,86,356,830,11842,2182,9376,284
Oneida,2010,12476,1174,14,92,350,718,11302,2416,8554,332
Oneida,2011,11878,1102,14,74,260,754,10776,2466,8008,302
Oneida,2012,12778,1190,4,88,328,770,11588,2424,8774,390
Oneida,2013,11980,1074,26,90,272,686,10906,2112,8456,338
Oneida,2014,11532,1120,18,82,304,716,10412,2100,7968,344
Oneida,2015,10912,1170,16,282,220,652,9742,1766,7634,342
Oneida,2016,10464,1320,8,320,282,710,9144,1708,7130,306
Oneida,2017,9564,1392,8,408,218,758,8172,1334,6580,258
Oneida,2018,9302,1298,14,388,210,686,8004,1218,6464,322
Oneida,2019,9118,1282,16,274,334,658,7836,978,6528,330
Oneida,2020,8934,1116,26,224,182,684,7818,968,6434,416
Oneida,2021,9862,1350,20,360,226,744,8512,962,6854,696
Oneida,2022,10114,1348,6,338,224,780,8766,1010,7202,554
Oneida,2023,9328,1182,16,316,156,694,8146,924,6832,390
Oneida,2024,9268,1138,14,234,150,740,8130,886,6882,362
Onondaga,1990,43646,3492,32,326,1152,1982,40154,9226,29022,1906
Onondaga,1991,46508,3832,32,268,1400,2132,42676,9854,30742,2080
Onondaga,1992,42726,3830,30,278,1524,1998,38896,9392,27618,1886
Onondaga,1993,40526,3432,44,288,1284,1816,37094,9036,26398,1660
Onondaga,1994,39376,3168,36,232,1382,1518,36208,8914,25056,2238
Onondaga,1995,40978,3608,38,230,1442,1898,37370,9432,25784,2154
Onondaga,1996,40606,3458,34,212,1364,1848,37148,8880,26110,2158
Onondaga,1997,39250,3582,36,186,1378,1982,35668,8028,25632,2008
Onondaga,1998,35710,3732,30,188,1156,2358,31978,7296,22926,1756
Onondaga,1999,32946,3990,20,186,1180,2604,28956,6476,20438,2042
Onondaga,2000,32890,4002,42,170,1082,2708,28888,5960,20852,2076
Onondaga,2001,35018,4046,44,164,1390,2448,30972,6400,22208,2364
Onondaga,2002,35270,3934,56,180,1338,2360,31336,6136,22120,3080
Onondaga,2003,32246,3524,36,190,1202,2096,28722,6306,19634,2782
Onondaga,2004,28482,3348,42,224,1050,2032,25134,5444,17060,2630
Onondaga,2005,27812,3938,38,230,1302,2368,23874,5570,16044,2260
Onondaga,2006,28408,3770,34,198,1318,2220,24638,5826,16950,1862
Onondaga,2007,26520,3630,48,228,1046,2308,22890,5470,15878,1542
Onondaga,2008,26920,3456,54,228,1010,2164,23464,5638,16452,1374
Onondaga,2009,26794,3350,40,198,998,2114,23444,6040,16428,976
Onondaga,2010,26010,3216,34,210,926,2046,22794,6076,15636,1082
Onondaga,2011,25724,3312,28,226,928,2130,22412,5262,16150,1000
Onondaga,2012,27290,3504,30,220,1074,2180,23786,5922,16700,1164
Onondaga,2013,27974,2982,50,208,938,1786,24992,5284,18624,1084
Onondaga,2014,25914,2986,40,164,994,1788,22928,4498,17430,1000
Onondaga,2015,23148,3000,48,298,864,1790,20148,3700,15570,878
Onondaga,2016,22232,2830,68,312,796,1654,19402,3368,15010,1024
Onondaga,2017,21786,2858,48,422,710,1678,18928,3488,14292,1148
Onondaga,2018,19898,2748,56,388,672,1632,17150,2614,13114,1422
Onondaga,2019,19834,3046,38,456,626,1926,16788,2590,12634,1564
Onondaga,2020,19966,3238,64,362,566,2246,16728,2984,11888,1856
Onondaga,2021,18222,3356,66,320,684,2286,14866,2728,10264,1874
Onondaga,2022,20524,3448,42,354,730,2322,17076,3340,11852,1884
Onondaga,2023,22970,3202,48,376,640,2138,19768,2816,13988,2964
Onondaga,2024,23414,3070,48,328,498,2196,20344,3004,13968,3372
Ontario,1990,5176,242,0,50,32,160,4934,970,3854,110
Ontario,1991,5250,180,2,28,38,112,5070,1188,3760,122
Ontario,1992,5034,272,6,26,48,192,4762,970,3664,128
Ontario,1993,5122,324,2,36,36,250,4798,982,3718,98
Ontario,1994,4860,204,2,30,44,128,4656,792,3768,96
Ontario,1995,5184,256,10,34,66,146,4928,806,4010,112
Ontario,1996,4926,168,0,28,30,110,4758,746,3842,170
Ontario,1997,4638,144,2,26,42,74,4494,682,3670,142
Ontario,1998,4792,226,0,22,28,176,4566,894,3524,148
Ontario,1999,4616,258,2,24,52,180,4358,804,3388,166
Ontario,2000,3952,214,4,24,52,134,3738,578,3016,144
Ontario,2001,4022,194,2,24,36,132,3828,550,3118,160
Ontario,2002,4134,204,0,32,42,130,3930,662,3126,142
Ontario,2003,4206,236,0,34,48,154,3970,678,3136,156
Ontario,2004,3612,176,10,16,32,118,3436,726,2566,144
Ontario,2005,3450,220,0,42,46,132,3230,682,2424,124
Ontario,2006,3778,260,2,56,44,158,3518,776,2572,170
Ontario,2007,3628,198,6,28,36,128,3430,774,2578,78
Ontario,2008,3794,216,0,44,58,114,3578,644,2860,74
Ontario,2009,3740,278,8,46,66,158,3462,600,2794,68
Ontario,2010,3990,256,2,56,48,150,3734,672,2990,72
Ontario,2011,4206,300,0,48,74,178,3906,820,3004,82
Ontario,2012,4350,300,4,72,44,180,4050,864,3104,82
Ontario,2013,4192,244,2,40,62,140,3948,776,3098,74
Ontario,2014,4364,260,0,62,28,170,4104,720,3326,58
Ontario,2015,3670,288,2,108,46,132,3382,704,2628,50
Ontario,2016,3732,328,2,156,36,134,3404,606,2730,68
Ontario,2017,3246,270,4,116,32,118,2976,514,2388,74
Ontario,2018,2924,260,2,110,24,124,2664,418,2194,52
Ontario,2019,2944,332,4,150,28,150,2612,368,2190,54
Ontario,2020,3028,336,4,146,24,162,2692,374,2232,86
Ontario,2021,2902,340,2,136,26,176,2562,356,2114,92
Ontario,2022,3046,402,2,138,24,238,2644,342,2184,118
Ontario,2023,3122,382,2,140,28,212,2740,316,2242,182
Ontario,2024,2724,320,0,84,30,206,2404,244,2062,98
Orange,1990,22250,2678,34,128,734,1782,19572,4826,13668,1078
Orange,1991,22414,2526,26,188,660,1652,19888,4800,14182,906
Orange,1992,21036,2508,26,138,576,1768,18528,4004,13654,870
Orange,1993,20186,2390,22,144,488,1736,17796,3660,13372,764
Orange,1994,19938,2690,22,130,714,1824,17248,3464,13008,776
Orange,1995,20812,2348,12,114,514,1708,18464,3910,13308,1246
Orange,1996,19618,2290,30,100,484,1676,17328,3516,12846,966
Orange,1997,17970,2102,10,138,408,1546,15868,3168,11894,806
Orange,1998,17266,2158,18,126,402,1612,15108,2802,11484,822
Orange,1999,17602,2010,24,124,440,1422,15592,2798,12038,756
Orange,2000,17510,2028,10,102,554,1362,15482,2640,12168,674
Orange,2001,17202,2072,34,132,464,1442,15130,2534,11958,638
Orange,2002,17444,2480,32,152,588,1708,14964,2576,11654,734
Orange,2003,15804,1864,10,142,412,1300,13940,2344,10770,826
Orange,2004,14720,1860,22,160,438,1240,12860,1926,10156,778
Orange,2005,16338,1952,16,162,662,1112,14386,2198,11410,778
Orange,2006,16702,1942,16,122,680,1124,14760,2408,11710,642
Orange,2007,17562,2084,18,154,644,1268,15478,2598,12198,682
Orange,2008,18368,2078,26,138,660,1254,16290,2592,13044,654
Orange,2009,17532,1884,18,92,642,1132,15648,2194,12928,526
Orange,2010,18158,1992,34,102,676,1180,16166,2460,13228,478
Orange,2011,18016,2032,18,118,786,1110,15984,2818,12692,474
Orange,2012,18992,2154,18,134,746,1256,16838,2704,13656,478
Orange,2013,17178,1736,24,148,554,1010,15442,2390,12618,434
Orange,2014,15704,1662,14,118,478,1052,14042,1948,11710,384
Orange,2015,14488,1836,12,288,436,1100,12652,1724,10560,368
Orange,2016,14622,1808,22,264,468,1054,12814,1548,10872,394
Orange,2017,13516,1750,16,330,396,1008,11766,1232,10184,350
Orange,2018,11890,1586,10,276,364,936,10304,1124,8892,288
Orange,2019,10512,1454,22,292,264,876,9058,836,7994,228
Orange,2020,9708,1346,18,262,228,838,8362,872,7092,398
Orange,2021,9768,1528,12,270,298,948,8240,722,7172,346
Orange,2022,10238,1500,18,270,252,960,8738,718,7600,420
Orange,2023,10426,1446,12,248,280,906,8980,704,7848,428
Orange,2024,9070,1320,10,200,210,900,7750,600,6860,290
Orleans,1990,2208,318,6,12,20,280,1890,366,1458,66
Orleans,1991,2626,302,8,6,22,266,2324,542,1674,108
Orleans,1992,2622,356,2,20,36,298,2266,514,1644,108
Orleans,1993,2446,198,2,16,14,166,2248,580,1602,66
Orleans,1994,1980,132,2,10,28,92,1848,422,1370,56
Orleans,1995,1718,166,4,16,40,106,1552,274,1240,38
Orleans,1996,1918,202,0,18,22,162,1716,340,1334,42
Orleans,1997,2160,182,0,16,20,146,1978,506,1402,70
Orleans,1998,1808,232,0,12,16,204,1576,392,1138,46
Orleans,1999,1786,188,0,12,12,164,1598,320,1220,58
Orleans,2000,1378,114,2,2,12,98,1264,204,1036,24
Orleans,2001,1144,130,2,8,18,102,1014,260,724,30
Orleans,2002,1298,190,8,12,16,154,1108,204,864,40
Orleans,2003,996,140,0,14,28,98,856,200,600,56
Orleans,2004,1292,142,2,10,10,120,1150,282,816,52
Orleans,2005,1490,216,4,14,8,190,1274,240,982,52
Orleans,2006,1880,178,0,14,24,140,1702,410,1242,50
Orleans,2007,2182,182,2,20,20,140,2000,434,1484,82
Orleans,2008,2214,146,2,12,38,94,2068,494,1478,96
Orleans,2009,2532,142,0,28,18,96,2390,638,1670,82
Orleans,2010,2126,158,0,12,20,126,1968,454,1416,98
Orleans,2011,2008,164,4,18,26,116,1844,454,1334,56
Orleans,2012,1840,122,0,10,18,94,1718,386,1278,54
Orleans,2013,1494,118,2,12,16,88,1376,392,936,48
Orleans,2014,1376,116,0,10,14,92,1260,326,892,42
Orleans,2015,1346,138,0,42,6,90,1208,286,884,38
Orleans,2016,1498,156,0,48,14,94,1342,286,998,58
Orleans,2017,1528,174,2,38,20,114,1354,176,1138,40
Orleans,2018,1200,130,0,36,16,78,1070,210,822,38
Orleans,2019,972,116,0,42,10,64,856,156,642,58
Orleans,2020,928,128,0,42,14,72,800,164,582,54
Orleans,2021,742,120,0,30,8,82,622,100,482,40
Orleans,2022,1018,138,0,32,12,94,880,134,694,52
Orleans,2023,750,126,0,18,6,102,624,112,480,32
Orleans,2024,844,134,0,18,18,98,710,96,580,34
Oswego,1990,6748,212,0,40,16,156,6536,1446,4882,208
Oswego,1991,7168,272,4,52,36,180,6896,1584,5090,222
Oswego,1992,7106,226,2,68,38,118,6880,1572,5092,216
Oswego,1993,6904,194,4,38,38,114,6710,1602,4884,224
Oswego,1994,6774,150,0,38,30,82,6624,1480,4984,160
Oswego,1995,6708,328,2,48,22,256,6380,1480,4696,204
Oswego,1996,6784,386,2,40,52,292,6398,1570,4640,188
Oswego,1997,6878,312,4,32,26,250,6566,1428,4906,232
Oswego,1998,5770,236,6,40,52,138,5534,1364,4010,160
Oswego,1999,5526,252,2,30,44,176,5274,1346,3776,152
Oswego,2000,4956,222,6,18,34,164,4734,1036,3462,236
Oswego,2001,5988,232,4,28,50,150,5756,1324,4222,210
Oswego,2002,6154,366,6,54,58,248,5788,1292,4308,188
Oswego,2003,5076,284,6,40,36,202,4792,1152,3504,136
Oswego,2004,5264,272,2,36,36,198,4992,1208,3644,140
Oswego,2005,5318,374,2,56,54,262,4944,1026,3770,148
Oswego,2006,5472,316,2,62,40,212,5156,1142,3904,110
Oswego,2007,5282,320,2,40,52,226,4962,1082,3756,124
Oswego,2008,5186,368,6,70,42,250,4818,1164,3512,142
Oswego,2009,5578,352,2,62,52,236,5226,1310,3760,156
Oswego,2010,6576,378,6,56,64,252,6198,1536,4454,208
Oswego,2011,6434,362,4,56,44,258,6072,1306,4562,204
Oswego,2012,6656,412,0,70,54,288,6244,1582,4460,202
Oswego,2013,5356,316,4,30,58,224,5040,1042,3838,160
Oswego,2014,5114,318,4,66,48,200,4796,1144,3532,120
Oswego,2015,4748,502,4,252,52,194,4246,1014,3130,102
Oswego,2016,4628,530,0,242,44,244,4098,922,3036,140
Oswego,2017,3960,436,2,192,34,208,3524,812,2564,148
Oswego,2018,4066,376,4,156,42,174,3690,528,3000,162
Oswego,2019,3782,364,2,178,18,166,3418,470,2780,168
Oswego,2020,3624,392,0,158,42,192,3232,480,2526,226
Oswego,2021,3340,432,4,186,24,218,2908,474,2238,196
Oswego,2022,3640,496,10,158,22,306,3144,400,2528,216
Oswego,2023,3416,418,0,92,32,294,2998,364,2446,188
Oswego,2024,2958,384,4,108,32,240,2574,304,2134,136
Otsego,1990,2428,132,2,22,10,98,2296,590,1676,30
Otsego,1991,2748,124,0,10,12,102,2624,720,1822,82
Otsego,1992,2494,132,0,26,12,94,2362,628,1692,42
Otsego,1993,2712,192,4,14,10,164,2520,662,1824,34
Otsego,1994,2486,174,2,12,20,140,2312,654,1610,48
Otsego,1995,2648,220,2,26,22,170,2428,636,1770,22
Otsego,1996,2830,202,4,26,16,156,2628,614,1956,58
Otsego,1997,2906,248,4,26,26,192,2658,540,2052,66
Otsego,1998,2342,264,0,20,14,230,2078,492,1542,44
Otsego,1999,2746,334,0,32,28,274,2412,668,1674,70
Otsego,2000,2064,268,0,18,24,226,1796,494,1268,34
Otsego,2001,1820,234,0,24,14,196,1586,402,1140,44
Otsego,2002,2300,318,0,36,30,252,1982,446,1472,64
Otsego,2003,2356,266,0,46,22,198,2090,622,1428,40
Otsego,2004,2412,258,2,36,20,200,2154,582,1516,56
Otsego,2005,2392,224,8,28,36,152,2168,508,1596,64
Otsego,2006,2384,292,4,62,30,196,2092,494,1556,42
Otsego,2007,2370,200,2,30,14,154,2170,694,1432,44
Otsego,2008,2204,172,0,20,12,140,2032,584,1406,42
Otsego,2009,2402,280,0,36,36,208,2122,648,1438,36
Otsego,2010,2290,252,0,26,20,206,2038,538,1446,54
Otsego,2011,2292,238,2,12,24,200,2054,504,1502,48
Otsego,2012,1966,156,0,28,26,102,1810,372,1388,50
Otsego,2013,1670,130,2,22,30,76,1540,354,1158,28
Otsego,2014,1674,102,0,4,16,82,1572,260,1284,28
Otsego,2015,1682,156,4,84,12,56,1526,282,1200,44
Otsego,2016,1558,180,0,70,20,90,1378,226,1128,24
Otsego,2017,1468,186,8,90,4,84,1282,232,1020,30
Otsego,2018,1438,190,0,84,6,100,1248,216,1004,28
Otsego,2019,1248,200,2,82,8,108,1048,124,890,34
Otsego,2020,1274,150,0,60,14,76,1124,160,916,48
Otsego,2021,1196,164,0,80,10,74,1032,156,822,54
Otsego,2022,1218,120,2,62,6,50,1098,160,872,66
Otsego,2023,1072,118,0,62,2,54,954,104,812,38
Otsego,2024,1206,148,0,42,4,102,1058,130,892,36
Putnam,1990,3806,270,0,18,16,236,3536,1018,2280,238
Putnam,1991,3686,218,0,16,30,172,3468,848,2372,248
Putnam,1992,3346,214,4,8,28,174,3132,886,2016,230
Putnam,1993,3086,158,4,6,36,112,2928,848,1934,146
Putnam,1994,2782,128,2,18,10,98,2654,724,1830,100
Putnam,1995,2708,120,2,12,30,76,2588,736,1730,122
Putnam,1996,2750,140,0,10,18,112,2610,636,1796,178
Putnam,1997,2592,120,0,16,26,78,2472,576,1744,152
Putnam,1998,2578,140,0,10,28,102,2438,604,1710,124
Putnam,1999,2440,132,8,16,14,94,2308,464,1728,116
Putnam,2000,2142,106,2,10,16,78,2036,400,1522,114
Putnam,2001,2198,182,0,18,22,142,2016,396,1520,100
Putnam,2002,2564,146,2,14,22,108,2418,542,1728,148
Putnam,2003,2376,158,0,12,36,110,2218,404,1716,98
Putnam,2004,2178,154,0,20,16,118,2024,394,1556,74
Putnam,2005,2224,190,0,26,50,114,2034,420,1496,118
Putnam,2006,1926,186,2,6,50,128,1740,388,1292,60
Putnam,2007,1966,142,6,20,20,96,1824,300,1458,66
Putnam,2008,2104,166,4,12,26,124,1938,402,1472,64
